                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.93965,                0.69391,                0.04439,                0.58651,                0.31037,                0.29171,                0.15338,                0.65059,                0.84499,                0.03404,               0.004819,               0.004819,               0.004819
                    159,                 1.1177,                0.62515,                0.06522,                0.58723,                0.31134,                0.29492,                0.15445,                0.64855,                0.84689,                0.03392,               0.004786,               0.004786,               0.004786
                    160,                0.90985,                0.72058,                0.04532,                 0.5904,                0.31138,                0.29615,                0.15629,                0.64943,                0.84532,                0.03394,               0.004753,               0.004753,               0.004753
                    161,                 1.0102,                0.68933,                0.05246,                0.59142,                0.31426,                0.29787,                0.15774,                 0.6467,                 0.8451,                0.03373,                0.00472,                0.00472,                0.00472
                    162,                 1.0557,                0.66108,                0.05371,                0.59248,                 0.3125,                0.29793,                0.15916,                0.64445,                0.84726,                0.03354,               0.004687,               0.004687,               0.004687
                    163,                 1.0799,                0.65157,                0.05708,                0.58918,                0.31513,                0.29865,                0.16032,                0.64341,                0.84692,                0.03351,               0.004654,               0.004654,               0.004654
                    164,                 1.0548,                0.65034,                0.05494,                0.58999,                0.31615,                0.30074,                0.16248,                0.64006,                0.84951,                0.03332,               0.004621,               0.004621,               0.004621
                    165,                0.92424,                0.71475,                0.04344,                0.59349,                0.31253,                0.30243,                0.16344,                0.63952,                0.84948,                0.03328,               0.004588,               0.004588,               0.004588
                    166,                0.94752,                0.70021,                0.04573,                0.59153,                0.31487,                0.30149,                0.16428,                0.64112,                0.84966,                0.03336,               0.004555,               0.004555,               0.004555
                    167,                 1.1108,                0.62618,                0.05977,                0.59096,                0.31715,                 0.3024,                0.16564,                0.63982,                0.85103,                0.03313,               0.004522,               0.004522,               0.004522
                    168,                  1.166,                0.59192,                0.06501,                0.59006,                0.31852,                0.30444,                0.16747,                0.63939,                0.85145,                0.03325,               0.004489,               0.004489,               0.004489
                    169,                 1.1683,                0.60087,                0.06588,                0.58978,                  0.316,                0.30437,                0.16816,                0.63895,                0.85093,                0.03323,               0.004456,               0.004456,               0.004456
                    170,                0.86302,                0.72689,                0.04035,                0.58627,                0.31547,                0.30214,                0.16772,                0.63818,                0.84993,                0.03326,               0.004423,               0.004423,               0.004423
                    171,                0.83836,                 0.7361,                0.03858,                0.59636,                0.31555,                0.30481,                 0.1684,                0.63576,                0.84981,                0.03317,                0.00439,                0.00439,                0.00439
                    172,                  1.183,                0.60223,                0.06745,                0.59657,                 0.3167,                0.30437,                0.16792,                0.63479,                0.85091,                0.03311,               0.004357,               0.004357,               0.004357
                    173,                 1.1411,                0.62344,                0.06719,                0.59444,                0.31772,                 0.3072,                0.17024,                0.63564,                0.84954,                0.03312,               0.004324,               0.004324,               0.004324
                    174,                0.85087,                0.73519,                0.03881,                0.59688,                0.31757,                0.30758,                0.17018,                 0.6358,                 0.8489,                0.03304,               0.004291,               0.004291,               0.004291
                    175,                0.92688,                 0.6766,                0.04367,                0.59387,                0.31961,                0.31015,                0.17108,                0.63475,                 0.8487,                0.03302,               0.004258,               0.004258,               0.004258
                    176,                0.89588,                0.70092,                0.04037,                 0.5971,                0.32086,                0.30849,                0.17066,                0.63392,                0.84901,                0.03283,               0.004225,               0.004225,               0.004225
                    177,                0.95907,                0.68701,                0.04605,                0.59621,                0.32216,                0.30792,                0.17035,                0.63457,                 0.8479,                0.03278,               0.004192,               0.004192,               0.004192
                    178,                 1.1523,                0.60705,                0.06069,                0.59047,                0.32161,                0.30837,                0.17239,                0.63238,                0.84829,                0.03271,               0.004159,               0.004159,               0.004159
                    179,                 1.2933,                0.55991,                0.09762,                0.59481,                0.32227,                0.31006,                0.17199,                0.63247,                0.84906,                0.03276,               0.004126,               0.004126,               0.004126
                    180,                 0.8063,                0.73184,                0.03649,                0.59315,                0.32754,                0.31057,                0.17287,                0.63231,                0.84725,                0.03274,               0.004093,               0.004093,               0.004093
                    181,                0.77838,                0.73953,                0.03369,                0.59276,                0.32918,                0.31269,                 0.1735,                0.63033,                0.84785,                0.03258,                0.00406,                0.00406,                0.00406
                    182,                0.71441,                0.76993,                 0.0321,                0.59682,                0.32568,                0.31272,                0.17378,                0.63045,                0.84695,                0.03253,               0.004027,               0.004027,               0.004027
                    183,                0.87903,                0.69664,                0.04087,                0.59462,                0.32659,                0.31237,                0.17361,                0.63169,                0.84691,                0.03252,               0.003994,               0.003994,               0.003994
                    184,                0.88126,                0.69783,                0.04072,                0.59057,                0.32645,                0.31203,                0.17291,                0.63471,                 0.8445,                0.03256,               0.003961,               0.003961,               0.003961
                    185,                0.90599,                0.68946,                0.04262,                0.59145,                0.32856,                0.31302,                0.17359,                0.63337,                0.84476,                0.03245,               0.003928,               0.003928,               0.003928
                    186,                0.91805,                0.68375,                0.04268,                0.59086,                0.32784,                0.31362,                0.17429,                0.63397,                0.84391,                0.03239,               0.003895,               0.003895,               0.003895
                    187,                0.99504,                0.65245,                0.04741,                 0.5886,                0.32841,                0.31211,                0.17393,                0.63517,                0.84252,                0.03236,               0.003862,               0.003862,               0.003862
                    188,                 1.0903,                0.60929,                0.05828,                0.59032,                0.32723,                0.31231,                0.17394,                0.63621,                0.84101,                0.03236,               0.003829,               0.003829,               0.003829
                    189,                 1.0567,                0.63047,                0.05167,                0.58671,                0.33067,                0.31296,                0.17392,                 0.6359,                0.83996,                 0.0324,               0.003796,               0.003796,               0.003796
                    190,                 1.0435,                 0.6345,                0.05241,                0.58969,                0.33154,                0.31428,                0.17484,                0.63568,                0.83967,                 0.0324,               0.003763,               0.003763,               0.003763
                    191,                 1.1594,                 0.6115,                0.06615,                0.58981,                0.33539,                0.31476,                 0.1755,                0.63513,                0.83778,                0.03231,                0.00373,                0.00373,                0.00373
                    192,                0.90028,                0.67874,                0.04175,                0.59433,                0.33465,                0.31529,                0.17576,                0.63603,                0.83601,                0.03221,               0.003697,               0.003697,               0.003697
                    193,                0.78741,                0.71387,                0.03452,                0.59098,                0.33616,                0.31851,                0.17778,                0.63519,                0.83569,                0.03211,               0.003664,               0.003664,               0.003664
                    194,                0.80423,                0.70483,                0.03541,                0.59326,                0.33949,                0.32205,                0.17968,                0.63323,                0.83591,                0.03199,               0.003631,               0.003631,               0.003631
                    195,                 1.2581,                0.53438,                0.07303,                0.59643,                 0.3396,                0.32085,                 0.1796,                0.63308,                0.83561,                0.03207,               0.003598,               0.003598,               0.003598
                    196,                0.75016,                0.73923,                0.03431,                0.59626,                0.34025,                0.32289,                0.18129,                0.63279,                0.83371,                0.03201,               0.003565,               0.003565,               0.003565
                    197,                0.65459,                0.74846,                 0.0291,                 0.5982,                0.34128,                0.32504,                0.18243,                0.63059,                0.83349,                0.03187,               0.003532,               0.003532,               0.003532
                    198,                0.64934,                0.73123,                0.02922,                 0.6018,                0.34451,                 0.3267,                0.18274,                0.62827,                0.83347,                0.03174,               0.003499,               0.003499,               0.003499
                    199,                0.68623,                0.72474,                0.03044,                0.60158,                0.34622,                0.32829,                0.18514,                0.62528,                0.83326,                0.03157,               0.003466,               0.003466,               0.003466
                    200,                0.65803,                0.73676,                 0.0287,                0.60271,                0.34841,                 0.3301,                0.18592,                0.62198,                0.83443,                0.03136,               0.003433,               0.003433,               0.003433
                    201,                0.66543,                0.71044,                0.02933,                0.58134,                0.35348,                0.33331,                 0.1872,                0.62136,                 0.8321,                 0.0313,                 0.0034,                 0.0034,                 0.0034
                    202,                 0.6477,                0.71619,                0.02893,                 0.5853,                0.35205,                0.33339,                0.18806,                0.61842,                0.83261,                0.03113,               0.003367,               0.003367,               0.003367
                    203,                 0.6768,                0.71067,                0.02948,                0.59373,                0.35473,                0.33483,                0.18916,                0.61759,                0.83154,                0.03101,               0.003334,               0.003334,               0.003334
                    204,                0.65006,                0.71371,                0.02911,                0.59652,                0.35834,                0.33783,                 0.1903,                0.61698,                0.83112,                0.03092,               0.003301,               0.003301,               0.003301
                    205,                  0.655,                0.71628,                0.02841,                0.59655,                0.36036,                0.33971,                0.19021,                0.61637,                0.83034,                0.03087,               0.003268,               0.003268,               0.003268
                    206,                0.75707,                0.70396,                0.03345,                0.59694,                 0.3611,                 0.3406,                0.18983,                0.61717,                0.83003,                0.03084,               0.003235,               0.003235,               0.003235
                    207,                0.77462,                 0.6764,                0.03287,                0.60206,                0.36408,                0.34048,                0.18992,                0.61739,                0.82815,                0.03075,               0.003202,               0.003202,               0.003202
                    208,                  1.336,                0.51175,                0.08428,                0.60043,                 0.3651,                0.34233,                0.19012,                0.61937,                0.82655,                0.03081,               0.003169,               0.003169,               0.003169
                    209,                 1.1456,                0.57099,                0.06273,                0.60178,                0.36579,                0.34336,                0.19132,                0.61842,                0.82509,                0.03091,               0.003136,               0.003136,               0.003136
                    210,                0.88372,                0.65711,                0.04262,                0.60289,                0.36735,                0.34419,                0.19226,                0.61654,                 0.8247,                0.03078,               0.003103,               0.003103,               0.003103
                    211,                0.69845,                 0.7019,                 0.0301,                0.60273,                0.36882,                0.34602,                0.19323,                0.61525,                0.82386,                0.03065,                0.00307,                0.00307,                0.00307
                    212,                0.77835,                0.67218,                0.03462,                0.59898,                0.36853,                0.34564,                0.19341,                0.61458,                0.82329,                0.03054,               0.003037,               0.003037,               0.003037
                    213,                  0.966,                0.64148,                0.04951,                0.60212,                0.36986,                0.34732,                0.19488,                0.61402,                0.82227,                0.03054,               0.003004,               0.003004,               0.003004
                    214,                0.78032,                0.68813,                0.03416,                 0.6044,                0.37105,                0.34884,                0.19517,                0.61319,                 0.8217,                0.03058,               0.002971,               0.002971,               0.002971
                    215,                0.83406,                0.66995,                0.03623,                0.60521,                0.37065,                0.34853,                0.19592,                0.61157,                0.82161,                0.03054,               0.002938,               0.002938,               0.002938
                    216,                0.82286,                0.68129,                 0.0381,                0.60449,                0.37405,                0.35024,                0.19597,                0.61419,                0.81882,                0.03052,               0.002905,               0.002905,               0.002905
                    217,                0.83622,                0.67492,                0.03759,                 0.6055,                0.37728,                0.35273,                0.19673,                 0.6142,                0.81834,                0.03045,               0.002872,               0.002872,               0.002872
                    218,                 1.0723,                0.57458,                0.05522,                0.60721,                0.37608,                0.35362,                 0.1967,                0.61457,                0.81723,                0.03045,               0.002839,               0.002839,               0.002839
                    219,                0.74616,                0.70197,                0.03295,                0.61141,                 0.3753,                0.35534,                0.19775,                0.61341,                0.81683,                0.03043,               0.002806,               0.002806,               0.002806
                    220,                0.94497,                0.61318,                0.04361,                0.61067,                0.37572,                 0.3568,                0.19888,                0.61138,                 0.8181,                0.03034,               0.002773,               0.002773,               0.002773
                    221,                 1.3466,                0.49079,                0.07684,                0.61313,                0.37652,                0.35752,                0.20064,                0.60757,                0.81836,                0.03022,                0.00274,                0.00274,                0.00274
                    222,                0.98979,                 0.5888,                0.04666,                0.61329,                0.37704,                0.35924,                0.20095,                0.60697,                0.81768,                0.03026,               0.002707,               0.002707,               0.002707
                    223,                0.80636,                0.65128,                0.03548,                0.61508,                0.37727,                0.35974,                 0.2013,                 0.6073,                0.81702,                0.03026,               0.002674,               0.002674,               0.002674
                    224,                 1.0359,                0.57692,                0.05011,                0.61646,                0.37977,                0.36134,                0.20179,                0.60684,                0.81705,                0.03021,               0.002641,               0.002641,               0.002641
                    225,                0.92823,                0.59381,                0.04233,                0.61724,                0.37883,                0.36151,                0.20325,                0.60461,                0.81765,                0.03016,               0.002608,               0.002608,               0.002608
                    226,                0.81272,                0.63205,                0.03433,                0.61994,                0.37893,                0.36281,                0.20419,                0.60201,                0.81803,                 0.0299,               0.002575,               0.002575,               0.002575
                    227,                0.89396,                0.61144,                0.03887,                0.62107,                0.38094,                0.36376,                0.20481,                0.59968,                0.81972,                0.02977,               0.002542,               0.002542,               0.002542
                    228,                  1.277,                0.52357,                0.07282,                0.61888,                0.38109,                 0.3659,                0.20561,                0.59788,                0.82014,                 0.0297,               0.002509,               0.002509,               0.002509
                    229,                 1.1164,                 0.5842,                0.05925,                0.62181,                0.38295,                0.36743,                0.20702,                0.59921,                 0.8175,                0.02981,               0.002476,               0.002476,               0.002476
                    230,                0.98337,                 0.6177,                0.05187,                0.62262,                0.38155,                0.36812,                0.20689,                0.59883,                0.81653,                0.02983,               0.002443,               0.002443,               0.002443
                    231,                 1.1663,                0.57834,                0.06601,                0.62576,                0.38346,                0.36933,                0.20657,                0.59975,                0.81479,                0.02985,                0.00241,                0.00241,                0.00241
                    232,                0.79008,                0.65069,                0.03464,                0.62753,                0.38414,                0.37005,                0.20743,                0.60054,                0.81304,                0.02987,               0.002377,               0.002377,               0.002377
                    233,                 1.1468,                0.52542,                0.05744,                0.62687,                 0.3824,                0.37106,                0.20678,                0.60364,                0.81102,                0.03006,               0.002344,               0.002344,               0.002344
                    234,                0.87839,                 0.6089,                0.03882,                 0.6288,                0.38323,                0.37245,                0.20708,                0.60418,                0.80958,                0.03004,               0.002311,               0.002311,               0.002311
                    235,                 1.3475,                0.49253,                0.07614,                0.62703,                0.38605,                0.37216,                0.20746,                0.60683,                0.80637,                0.03009,               0.002278,               0.002278,               0.002278
                    236,                0.83286,                0.63863,                 0.0385,                0.62665,                0.38472,                0.37366,                0.20763,                0.60655,                0.80544,                0.03015,               0.002245,               0.002245,               0.002245
                    237,                0.70298,                0.66757,                0.02982,                0.63081,                0.38712,                0.37532,                0.21003,                0.60105,                0.80659,                0.02991,               0.002212,               0.002212,               0.002212
                    238,                0.93165,                0.62236,                0.04221,                0.62708,                0.38845,                0.37697,                0.21173,                0.59737,                0.80796,                0.02973,               0.002179,               0.002179,               0.002179
                    239,                0.84573,                0.64829,                0.03839,                0.62897,                0.38954,                0.37721,                0.21247,                0.59614,                0.80796,                0.02966,               0.002146,               0.002146,               0.002146
                    240,                0.62979,                0.66705,                0.02716,                0.63131,                0.38812,                0.37913,                0.21354,                0.59585,                0.80633,                0.02965,               0.002113,               0.002113,               0.002113
                    241,                0.64238,                 0.6464,                0.02703,                0.63412,                0.38787,                0.38083,                0.21501,                0.59628,                0.80468,                0.02961,                0.00208,                0.00208,                0.00208
                    242,                0.78522,                0.62446,                0.03421,                0.63542,                   0.39,                0.38292,                0.21567,                0.59409,                0.80501,                0.02956,               0.002047,               0.002047,               0.002047
                    243,                 1.1044,                0.53658,                0.05087,                0.63269,                 0.3969,                 0.3855,                0.21927,                0.59007,                0.80425,                0.02933,               0.002014,               0.002014,               0.002014
                    244,                 1.1351,                0.56331,                0.06381,                0.63124,                0.39827,                0.38789,                0.22053,                0.59083,                0.80272,                0.02938,               0.001981,               0.001981,               0.001981
                    245,                 0.9477,                0.63153,                0.04483,                0.63273,                0.39981,                0.38973,                0.22157,                0.58948,                0.80306,                0.02933,               0.001948,               0.001948,               0.001948
                    246,                 1.0933,                0.56874,                0.06132,                0.60726,                0.40322,                0.39161,                0.22424,                0.58965,                0.80096,                0.02938,               0.001915,               0.001915,               0.001915
                    247,                0.95352,                0.60299,                0.04458,                0.60864,                0.40368,                0.39421,                0.22693,                0.58573,                0.80256,                 0.0292,               0.001882,               0.001882,               0.001882
                    248,                0.64841,                0.65903,                0.02699,                0.61326,                 0.4059,                 0.3975,                0.22924,                0.58149,                0.80412,                0.02904,               0.001849,               0.001849,               0.001849
                    249,                0.73349,                0.64662,                0.03117,                0.61493,                0.40713,                0.39878,                0.23038,                0.58228,                0.80194,                0.02906,               0.001816,               0.001816,               0.001816
                    250,                0.89912,                0.63954,                0.04199,                0.63607,                0.40593,                0.39823,                0.23044,                0.58397,                0.79973,                0.02906,               0.001783,               0.001783,               0.001783
                    251,                0.74765,                0.64116,                0.03203,                0.61633,                0.40881,                0.40279,                0.23361,                0.57932,                0.79985,                0.02893,                0.00175,                0.00175,                0.00175
                    252,                 0.7055,                0.62459,                0.02961,                0.61561,                0.41264,                0.40562,                0.23713,                0.57517,                0.80053,                0.02873,               0.001717,               0.001717,               0.001717
                    253,                 1.0331,                0.56888,                0.05062,                0.61781,                0.41331,                 0.4081,                0.23966,                 0.5689,                0.80299,                 0.0286,               0.001684,               0.001684,               0.001684
                    254,                0.94837,                 0.6003,                0.04351,                0.61983,                0.41619,                0.41039,                0.24178,                0.56534,                 0.8032,                0.02843,               0.001651,               0.001651,               0.001651
                    255,                 1.1824,                 0.5652,                0.06423,                0.62489,                0.41865,                0.41314,                0.24313,                0.56262,                0.80426,                0.02836,               0.001618,               0.001618,               0.001618
                    256,                0.70885,                0.63515,                0.03141,                0.62634,                0.42086,                0.41668,                0.24641,                0.55931,                0.80356,                0.02816,               0.001585,               0.001585,               0.001585
                    257,                0.58317,                0.62424,                0.02385,                0.62663,                0.42374,                0.41976,                0.24937,                0.55644,                0.80264,                0.02806,               0.001552,               0.001552,               0.001552
                    258,                0.55433,                0.61627,                0.02276,                0.62846,                0.42434,                0.42014,                0.25069,                0.55383,                0.80303,                0.02805,               0.001519,               0.001519,               0.001519
                    259,                0.56421,                0.59959,                0.02262,                0.62793,                0.42599,                0.42219,                0.25243,                0.55117,                0.80211,                 0.0279,               0.001486,               0.001486,               0.001486
                    260,                0.52799,                0.59769,                  0.022,                 0.6299,                0.42925,                0.42386,                0.25487,                0.54794,                0.80174,                0.02769,               0.001453,               0.001453,               0.001453
                    261,                 0.5007,                0.60156,                0.02116,                0.63453,                0.43558,                0.42827,                0.25781,                0.54372,                0.80196,                0.02753,                0.00142,                0.00142,                0.00142
                    262,                0.49772,                0.59386,                0.02077,                0.62854,                0.43755,                0.43026,                0.26017,                0.54039,                0.80066,                0.02742,               0.001387,               0.001387,               0.001387
                    263,                 0.4815,                0.59798,                0.01993,                0.62945,                0.44237,                0.43449,                 0.2619,                0.53622,                0.80007,                0.02724,               0.001354,               0.001354,               0.001354
                    264,                0.49183,                0.58325,                0.02085,                0.62375,                0.44781,                0.43912,                0.26474,                0.53389,                0.79838,                0.02714,               0.001321,               0.001321,               0.001321
                    265,                0.48913,                0.58192,                0.02082,                0.62323,                 0.4495,                0.44148,                0.26758,                0.53005,                0.79849,                0.02695,               0.001288,               0.001288,               0.001288
                    266,                0.53634,                0.58456,                0.02204,                0.62252,                0.45375,                0.44408,                0.27037,                0.52688,                0.79781,                0.02682,               0.001255,               0.001255,               0.001255
                    267,                0.61598,                0.56898,                0.02496,                0.62698,                0.45549,                0.44653,                0.27283,                0.52438,                0.79657,                 0.0267,               0.001222,               0.001222,               0.001222
                    268,                0.84448,                0.54698,                0.03853,                0.63085,                0.46122,                0.44901,                0.27484,                0.52032,                0.79685,                 0.0266,               0.001189,               0.001189,               0.001189
                    269,                  0.531,                0.60277,                0.02292,                0.62577,                0.46182,                0.45266,                0.27856,                0.51698,                0.79729,                0.02643,               0.001156,               0.001156,               0.001156
                    270,                0.71484,                0.56525,                 0.0298,                0.62827,                0.46387,                0.45558,                0.28081,                0.51478,                0.79621,                0.02634,               0.001123,               0.001123,               0.001123
                    271,                 0.6996,                 0.6107,                0.03055,                0.62131,                0.46791,                0.45862,                0.28284,                0.51143,                 0.7968,                0.02613,                0.00109,                0.00109,                0.00109
                    272,                 0.7166,                 0.5845,                0.02994,                0.62274,                0.46883,                0.46039,                0.28422,                0.50999,                0.79521,                0.02608,               0.001057,               0.001057,               0.001057
                    273,                 0.8049,                0.56432,                0.03557,                0.62535,                 0.4714,                 0.4643,                0.28802,                0.50837,                0.79368,                0.02598,               0.001024,               0.001024,               0.001024
                    274,                0.49718,                0.58838,                0.02075,                0.62683,                0.47373,                0.46811,                0.29072,                0.50794,                0.79231,                0.02592,               0.000991,               0.000991,               0.000991
                    275,                0.45852,                0.56809,                0.01957,                0.62994,                0.47525,                0.46882,                0.29151,                0.50775,                 0.7908,                0.02589,               0.000958,               0.000958,               0.000958
                    276,                0.50605,                0.56916,                0.02108,                0.63335,                 0.4759,                 0.4704,                 0.2929,                0.50695,                0.78881,                0.02583,               0.000925,               0.000925,               0.000925
                    277,                0.53158,                0.55823,                0.02234,                0.63352,                0.47614,                0.47201,                0.29378,                0.50576,                0.78743,                0.02564,               0.000892,               0.000892,               0.000892
                    278,                0.44969,                0.55864,                0.01894,                0.63532,                0.47882,                0.47279,                0.29446,                0.50557,                0.78588,                0.02561,               0.000859,               0.000859,               0.000859
                    279,                0.44603,                0.54968,                0.01895,                0.63409,                0.48286,                0.47512,                0.29576,                0.50473,                0.78406,                0.02558,               0.000826,               0.000826,               0.000826
                    280,                0.44193,                0.55418,                0.01898,                0.63238,                0.48706,                 0.4768,                0.29588,                0.50423,                0.78264,                0.02555,               0.000793,               0.000793,               0.000793
                    281,                0.43899,                0.54568,                0.01854,                0.63669,                0.48853,                0.47871,                0.29674,                0.50352,                0.77963,                0.02549,                0.00076,                0.00076,                0.00076
                    282,                0.43774,                0.54383,                 0.0183,                 0.6383,                0.49066,                0.48006,                0.29766,                0.50399,                0.77721,                0.02549,               0.000727,               0.000727,               0.000727
                    283,                0.43389,                0.54239,                0.01852,                0.63877,                0.49359,                0.48189,                0.29933,                 0.5032,                0.77495,                0.02545,               0.000694,               0.000694,               0.000694
                    284,                0.43193,                0.53856,                0.01853,                0.64108,                0.49277,                0.48275,                0.30006,                0.50146,                0.77417,                0.02538,               0.000661,               0.000661,               0.000661
                    285,                0.42944,                0.53753,                0.01851,                0.64089,                0.49378,                0.48463,                 0.3009,                0.50108,                0.77068,                0.02533,               0.000628,               0.000628,               0.000628
                    286,                0.43648,                0.53697,                0.01861,                0.63882,                0.49824,                0.48733,                 0.3026,                0.49983,                0.76962,                0.02528,               0.000595,               0.000595,               0.000595
                    287,                0.43467,                0.53294,                0.01855,                0.63482,                 0.5009,                0.49073,                0.30433,                0.49932,                 0.7672,                0.02528,               0.000562,               0.000562,               0.000562
                    288,                0.45382,                0.53115,                0.01935,                0.63635,                0.50685,                0.49335,                0.30635,                0.49804,                0.76576,                 0.0253,               0.000529,               0.000529,               0.000529
                    289,                0.54881,                0.52673,                0.02203,                0.63928,                0.51017,                0.49571,                0.30772,                0.49657,                0.76525,                0.02533,               0.000496,               0.000496,               0.000496
                    290,                0.45241,                 0.5289,                 0.0189,                0.63452,                 0.5144,                0.49719,                0.30777,                0.49603,                0.76299,                0.02525,               0.000463,               0.000463,               0.000463
                    291,                0.39601,                0.50181,                0.01908,                0.63451,                0.51722,                0.49947,                 0.3095,                0.49511,                0.76183,                0.02532,                0.00043,                0.00043,                0.00043
                    292,                0.41766,                0.49902,                0.01949,                0.63319,                 0.5194,                0.50028,                0.31043,                0.49566,                0.75881,                0.02538,               0.000397,               0.000397,               0.000397
                    293,                0.80755,                 0.4596,                0.03615,                0.63521,                0.52231,                 0.5017,                0.31006,                0.49531,                0.75772,                0.02528,               0.000364,               0.000364,               0.000364
                    294,                0.54261,                0.50415,                0.02598,                0.63476,                0.52461,                0.50461,                0.31132,                0.49631,                 0.7549,                 0.0253,               0.000331,               0.000331,               0.000331
                    295,                0.59299,                0.49331,                0.02661,                0.63793,                 0.5255,                0.50634,                0.31081,                0.49679,                 0.7522,                 0.0252,               0.000298,               0.000298,               0.000298
                    296,                  0.792,                0.48684,                0.03628,                0.64206,                0.52798,                 0.5088,                0.31171,                0.49798,                0.74999,                0.02526,               0.000265,               0.000265,               0.000265
                    297,                0.96389,                0.44407,                0.04561,                0.64336,                0.52846,                0.51134,                0.31318,                0.49838,                0.74709,                0.02532,               0.000232,               0.000232,               0.000232
                    298,                0.85671,                0.46751,                0.03988,                0.64297,                0.53034,                0.51344,                0.31393,                0.49958,                0.74369,                0.02538,               0.000199,               0.000199,               0.000199
                    299,                0.86379,                 0.4795,                0.03965,                0.64482,                0.52777,                0.51525,                0.31432,                0.49932,                 0.7429,                0.02541,               0.000166,               0.000166,               0.000166
                    300,                0.81737,                0.47873,                0.03819,                0.65156,                0.52807,                0.51785,                0.31495,                0.50151,                0.73957,                0.02543,               0.000133,               0.000133,               0.000133
